BOUND,DT,VMIN,VMAX,MARGIN,START,GOAL,OBSTACLES,OPTIMIZE,STATUS,TOTAL STEPS,LENGTH,BUILD TIME (ms),SOLVE TIME (ms),TOTAL TIME (ms),DATA POINTS
60.875,0.597,-0.79,0.79,1.106,"(0.0,0.0,6.453,6.453)","(54.422,54.422,60.875,60.875)","[(31.545,29.51,36.907,34.872),(27.16,34.009,32.199,39.048),(31.442,14.028,34.713,17.299),(37.332,9.576,40.829,13.073),(12.224,40.534,17.786,46.096),(9.597,20.942,14.46,25.805),(33.01,17.64,38.005,22.635),(1.269,40.838,4.99,44.559),(47.994,0.818,51.902,4.726),(9.866,17.498,13.049,20.681),(33.581,38.755,36.756,41.93)]",FALSE,,,,,,,
734.096,1.875,-4.625,4.625,2.481,"(0.0,0.0,52.855,52.855)","(681.241,681.241,734.096,734.096)","[(228.9,691.766,268.179,731.045),(69.679,98.472,121.149,149.942),(561.095,232.059,612.18,283.144),(231.696,174.697,302.996,245.997),(152.558,623.777,213.172,684.391),(397.568,409.13,470.518,482.08),(116.975,657.268,186.359,726.652),(452.386,670.641,512.795,731.05),(277.722,327.039,350.712,400.029),(258.766,296.418,325.466,363.118),(265.127,122.126,313.22,170.219)]",FALSE,,,,,,,
758.801,1.922,-4.765,4.765,2.626,"(0.0,0.0,86.503,86.503)","(672.298,672.298,758.801,758.801)","[(692.943,156.724,750.946,214.727),(367.155,651.039,434.26,718.144),(645.312,400.25,688.46,443.398),(241.961,379.627,313.441,451.107),(123.233,174.959,191.35,243.076),(310.651,209.086,369.785,268.22),(457.231,109.087,525.578,177.434),(234.74,122.289,308.583,196.132),(497.536,442.031,559.846,504.341),(227.317,512.346,281.794,566.823),(80.59,176.048,148.657,244.115),(372.496,559.87,430.639,618.013),(264.288,570.56,336.929,643.201),(325.915,83.282,391.029,148.396),(83.842,19.405,146.944,82.507)]",TRUE,,,,,,,
30.668,0.539,-0.618,0.618,1.243,"(0.0,0.0,1.809,1.809)","(28.859,28.859,30.668,30.668)","[(10.771,17.916,12.398,19.543),(25.661,13.53,27.718,15.587),(10.11,1.264,12.445,3.599),(9.119,0.489,11.39,2.76),(23.299,5.785,26.144,8.63),(4.592,20.435,7.095,22.938),(5.901,27.618,7.839,29.556),(12.862,26.6,15.501,29.239),(12.396,14.593,14.634,16.831),(16.077,25.881,18.644,28.448),(16.863,28.299,18.533,29.969),(10.044,12.359,12.702,15.017),(15.671,10.003,17.504,11.836),(13.818,25.437,16.657,28.276)]",TRUE,,,,,,,
734.562,1.876,-4.627,4.627,2.408,"(0.0,0.0,102.104,102.104)","(632.458,632.458,734.562,734.562)","[(664.41,404.834,724.178,464.602),(290.603,533.533,352.714,595.644),(16.125,511.401,62.354,557.63),(502.553,82.258,562.185,141.89),(54.57,394.207,106.906,446.543),(588.745,169.205,650.112,230.572),(227.074,94.312,298.444,165.682),(437.485,468.753,495.494,526.762),(258.685,399.72,295.717,436.752),(632.569,518.639,700.018,586.088),(380.036,619.256,448.344,687.564),(23.875,316.938,70.42,363.483),(492.876,588.53,559.702,655.356),(454.887,574.815,512.185,632.113),(454.009,66.859,517.153,130.003)]",TRUE,,,,,,,
703.957,1.818,-4.453,4.453,2.548,"(0.0,0.0,92.218,92.218)","(611.739,611.739,703.957,703.957)","[(579.548,340.2,629.609,390.261),(113.551,521.874,155.211,563.534),(240.262,179.007,293.138,231.883),(647.281,492.201,685.421,530.341),(548.615,128.134,612.291,191.81),(626.662,271.7,685.298,330.336),(499.208,232.948,539.684,273.424),(631.227,182.531,673.544,224.848),(272.309,295.373,320.797,343.861)]",TRUE,,,,,,,
413.485,1.266,-2.798,2.798,2.007,"(0.0,0.0,24.396,24.396)","(389.089,389.089,413.485,413.485)","[(288.316,219.948,317.724,249.356),(342.382,17.084,377.909,52.611),(101.907,252.759,124.426,275.278),(161.281,133.15,185.733,157.602),(284.012,383.861,312.997,412.846),(269.854,18.631,296.037,44.814),(320.749,71.459,345.992,96.702),(132.801,259.305,170.963,297.467),(230.494,124.303,267.943,161.752),(278.035,297.417,307.413,326.795),(163.726,71.015,196.827,104.116)]",TRUE,,,,,,,
346.35,1.139,-2.416,2.416,1.688,"(0.0,0.0,28.401,28.401)","(317.949,317.949,346.35,346.35)","[(143.458,113.301,168.413,138.256),(320.045,320.555,339.737,340.247),(286.11,140.168,304.968,159.026),(305.361,298.944,337.994,331.577),(309.207,305.898,328.151,324.842),(59.926,13.04,82.68,35.794),(144.298,98.168,162.596,116.466),(295.237,102.429,316.802,123.994),(50.519,243.436,70.189,263.106),(123.13,48.369,143.887,69.126),(136.453,131.4,167.273,162.22),(228.894,248.85,253.808,273.764),(39.185,144.705,62.6,168.12)]",TRUE,,,,,,,
323.789,1.096,-2.287,2.287,1.833,"(0.0,0.0,42.74,42.74)","(281.049,281.049,323.789,323.789)","[(86.712,204.339,108.055,225.682),(283.472,299.192,299.815,315.535),(106.644,90.09,131.94,115.386),(0.879,61.96,30.048,91.129),(85.047,25.484,104.226,44.663),(89.946,225.915,122.319,258.288),(118.634,30.916,141.117,53.399),(144.67,289.718,169.464,314.512),(162.702,198.573,190.925,226.796)]",TRUE,,,,,,,
556.497,1.538,-3.613,3.613,2.219,"(0.0,0.0,66.223,66.223)","(490.274,490.274,556.497,556.497)","[(355.886,318.219,407.54,369.873),(426.523,134.747,464.397,172.621),(373.138,183.925,405.246,216.033),(465.181,123.765,510.694,169.278),(365.014,370.589,392.967,398.542),(37.905,384.282,78.654,425.031),(130.591,451.021,176.867,497.297),(424.393,410.209,473.948,459.764),(303.335,99.31,355.091,151.066),(39.173,274.712,75.065,310.604),(103.186,506.504,140.517,543.835),(409.82,237.805,451.82,279.805)]",TRUE,,,,,,,
358.289,1.161,-2.484,2.484,1.662,"(0.0,0.0,26.872,26.872)","(331.417,331.417,358.289,358.289)","[(150.931,51.538,181.09,81.697),(68.354,101.544,97.245,130.435),(157.761,7.758,191.344,41.341),(88.007,76.234,118.104,106.331),(79.614,3.74,100.606,24.732),(199.351,261.719,225.524,287.892),(41.861,41.883,64.137,64.159),(314.911,257.65,347.829,290.568)]",FALSE,,,,,,,
373.933,1.191,-2.573,2.573,1.9,"(0.0,0.0,34.028,34.028)","(339.905,339.905,373.933,373.933)","[(99.398,88.844,121.172,110.618),(44.759,172.056,76.45,203.747),(60.045,278.696,89.778,308.429),(149.873,350.419,170.911,371.457),(217.068,286.762,236.966,306.66),(5.572,217.257,39.979,251.664),(58.471,42.247,79.603,63.379),(331.513,294.351,356.237,319.075),(231.97,136.315,267.285,171.63),(135.156,305.257,168.739,338.84),(292.039,338.842,318.251,365.054)]",FALSE,,,,,,,
753.009,1.911,-4.732,4.732,2.644,"(0.0,0.0,47.44,47.44)","(705.569,705.569,753.009,753.009)","[(256.384,603.166,321.189,667.971),(54.133,655.273,103.224,704.364),(397.465,441.047,462.089,505.671),(88.228,320.428,130.092,362.292),(106.866,74.007,176.449,143.59),(336.471,633.749,406.212,703.49),(57.751,204.218,100.299,246.766),(105.628,331.816,154.117,380.305),(451.204,177.765,500.084,226.645),(58.661,652.321,124.757,718.417)]",FALSE,,,,,,,
89.905,0.652,-0.955,0.955,1.239,"(0.0,0.0,7.642,7.642)","(82.263,82.263,89.905,89.905)","[(79.719,45.612,88.322,54.215),(16.4,18.003,21.718,23.321),(31.788,12.686,39.621,20.519),(59.629,33.266,64.992,38.629),(12.542,46.342,21.242,55.042),(51.977,24.954,59.154,32.131),(0.744,55.008,9.066,63.33),(32.939,79.862,40.353,87.276)]",FALSE,,,,,,,
84.478,0.641,-0.924,0.924,1.332,"(0.0,0.0,5.913,5.913)","(78.565,78.565,84.478,84.478)","[(61.208,53.676,69.003,61.471),(75.389,43.674,82.867,51.152),(71.727,71.104,79.34,78.717),(11.66,68.129,19.531,76.0),(10.064,13.903,14.496,18.335),(11.761,66.299,18.556,73.094),(51.397,10.863,57.814,17.28),(44.018,33.092,49.507,38.581)]",FALSE,,,,,,,
269.596,0.993,-1.979,1.979,1.611,"(0.0,0.0,16.445,16.445)","(253.151,253.151,269.596,269.596)","[(190.098,117.624,213.529,141.055),(25.459,54.944,41.932,71.417),(128.097,127.146,153.127,152.176),(1.165,138.524,21.585,158.944),(161.625,157.975,178.353,174.703),(130.454,91.789,150.275,111.61),(209.743,28.846,224.211,43.314),(120.002,108.554,138.163,126.715),(210.976,238.57,235.674,263.268),(137.241,34.09,164.086,60.935),(196.53,70.976,220.979,95.425),(182.992,125.098,208.452,150.558),(132.683,172.457,157.149,196.923),(159.33,164.895,173.497,179.062)]",TRUE,,,,,,,
109.365,0.689,-1.066,1.066,1.334,"(0.0,0.0,14.217,14.217)","(95.148,95.148,109.365,109.365)","[(90.055,65.87,100.775,76.59),(53.723,95.595,60.827,102.699),(66.006,38.124,72.23,44.348),(61.967,94.888,71.889,104.81),(40.64,51.199,47.814,58.373),(52.272,85.842,58.211,91.781),(29.951,31.562,36.447,38.058),(29.217,100.89,36.29,107.963),(90.114,67.934,96.537,74.357),(3.938,58.646,13.881,68.589)]",FALSE,,,,,,,
212.57,0.885,-1.654,1.654,1.554,"(0.0,0.0,24.446,24.446)","(188.124,188.124,212.57,212.57)","[(189.522,155.183,209.83,175.491),(129.878,13.288,145.198,28.608),(175.174,191.378,188.774,204.978),(13.73,176.965,28.199,191.434),(43.974,123.718,59.244,138.988),(16.673,21.208,30.09,34.625),(175.504,160.211,191.243,175.95),(156.329,178.894,167.206,189.771),(108.066,2.796,122.127,16.857),(48.574,61.641,66.217,79.284),(103.153,0.782,124.348,21.977),(50.157,8.048,68.698,26.589),(150.18,93.718,162.963,106.501),(73.049,101.903,92.996,121.85),(169.202,134.642,181.942,147.382)]",FALSE,,,,,,,
82.298,0.637,-0.912,0.912,1.381,"(0.0,0.0,11.522,11.522)","(70.776,70.776,82.298,82.298)","[(42.72,15.135,49.208,21.623),(10.316,53.81,17.219,60.713),(63.592,17.994,67.768,22.17),(62.664,14.06,70.572,21.968),(40.474,13.523,45.433,18.482),(65.036,75.753,69.311,80.028),(10.137,66.95,15.681,72.494),(15.837,37.378,22.443,43.984),(34.045,17.664,39.89,23.509),(30.97,50.895,38.783,58.708)]",TRUE,,,,,,,
56.547,0.588,-0.765,0.765,1.247,"(0.0,0.0,3.958,3.958)","(52.589,52.589,56.547,56.547)","[(3.539,30.779,8.192,35.432),(21.434,50.375,24.753,53.694),(4.404,41.795,7.638,45.029),(34.897,14.529,39.724,19.356),(35.9,50.863,40.59,55.553),(48.754,19.819,53.212,24.277),(31.466,37.854,35.869,42.257),(16.593,31.539,20.626,35.572),(48.121,49.275,52.406,53.56),(45.312,37.44,48.523,40.651),(33.845,50.215,37.961,54.331),(8.729,11.362,12.474,15.107),(40.193,51.596,45.059,56.462),(5.539,21.898,10.924,27.283),(49.926,49.652,54.707,54.433)]",FALSE,,,,,,,
278.7,1.01,-2.031,2.031,1.622,"(0.0,0.0,29.263,29.263)","(249.437,249.437,278.7,278.7)","[(188.031,232.242,213.83,258.041),(198.271,110.475,217.192,129.396),(4.502,243.028,32.117,270.643),(121.293,187.539,145.217,211.463),(92.035,101.257,110.409,119.631),(211.427,37.902,230.751,57.226),(110.412,243.56,128.08,261.228),(1.549,104.345,23.992,126.788),(231.237,112.597,247.136,128.496),(169.848,112.445,193.414,136.011),(73.772,38.069,89.55,53.847),(213.989,102.086,236.479,124.576),(246.351,8.873,269.01,31.532),(230.843,218.825,246.805,234.787),(225.461,37.878,240.811,53.228)]",TRUE,,,,,,,
177.604,0.818,-1.455,1.455,1.539,"(0.0,0.0,11.011,11.011)","(166.593,166.593,177.604,177.604)","[(100.921,15.227,116.919,31.225),(121.989,55.731,131.16,64.902),(77.143,15.422,94.075,32.354),(16.851,85.841,32.482,101.472),(108.131,136.865,120.404,149.138),(147.4,127.468,161.719,141.787),(126.743,27.707,144.344,45.308),(162.801,127.753,176.413,141.365),(50.491,46.852,66.515,62.876),(104.376,128.312,115.83,139.766),(102.231,139.473,112.564,149.806),(46.716,56.121,59.202,68.607),(66.157,111.451,82.051,127.345)]",FALSE,,,,,,,
325.784,1.1,-2.299,2.299,1.631,"(0.0,0.0,20.524,20.524)","(305.26,305.26,325.784,325.784)","[(242.974,82.373,262.365,101.764),(202.34,164.928,221.624,184.212),(104.245,176.939,130.639,203.333),(49.769,206.43,72.38,229.041),(71.425,197.694,88.764,215.033),(146.63,88.483,178.194,120.047),(81.685,12.909,100.315,31.539),(247.841,5.736,266.895,24.79),(252.97,87.235,274.479,108.744),(183.23,119.378,206.778,142.926),(235.801,64.65,255.142,83.991),(269.484,21.143,290.81,42.469),(225.944,202.715,252.742,229.513),(101.475,300.627,122.263,321.415)]",TRUE,,,,,,,
666.244,1.746,-4.238,4.238,2.337,"(0.0,0.0,37.31,37.31)","(628.934,628.934,666.244,666.244)","[(40.096,53.17,92.422,105.496),(247.677,592.565,298.105,642.993),(157.754,453.517,218.286,514.049),(194.994,483.154,251.708,539.868),(224.288,27.117,269.207,72.036),(322.408,165.905,385.448,228.945),(86.814,564.693,149.059,626.938),(309.214,527.958,344.819,563.563),(273.422,266.274,324.342,317.194),(422.967,398.82,483.061,458.914),(56.409,482.431,118.441,544.463),(477.575,23.821,532.077,78.323),(45.861,619.219,84.449,657.807)]",FALSE,,,,,,,
541.588,1.509,-3.528,3.528,2.103,"(0.0,0.0,62.283,62.283)","(479.305,479.305,541.588,541.588)","[(196.105,427.753,247.824,479.472),(412.048,113.349,450.823,152.124),(275.74,181.917,302.828,209.005),(100.101,201.778,129.211,230.888),(360.332,138.232,402.477,180.377),(358.413,414.965,388.142,444.694),(183.907,123.009,215.83,154.932),(218.582,190.395,245.918,217.731),(67.448,169.98,114.097,216.629),(419.244,254.978,449.812,285.546)]",TRUE,,,,,,,
338.197,1.123,-2.369,2.369,1.873,"(0.0,0.0,42.275,42.275)","(295.922,295.922,338.197,338.197)","[(98.654,46.832,126.927,75.105),(113.196,213.157,139.913,239.874),(101.907,253.756,129.227,281.076),(260.149,63.053,283.728,86.632),(182.517,212.512,205.893,235.888),(266.574,266.074,300.353,299.853),(270.406,126.279,295.434,151.307),(185.853,117.173,203.798,135.118),(160.892,11.894,182.199,33.201),(44.601,209.075,70.16,234.634),(116.695,258.512,134.937,276.754),(34.599,300.505,53.569,319.475),(280.678,178.992,310.365,208.679),(285.334,69.779,307.333,91.778),(26.461,248.42,59.525,281.484)]",TRUE,,,,,,,
491.591,1.414,-3.243,3.243,2.032,"(0.0,0.0,58.008,58.008)","(433.583,433.583,491.591,491.591)","[(112.324,40.417,139.816,67.909),(106.764,26.159,144.507,63.902),(29.118,11.818,60.16,42.86),(119.035,134.395,163.835,179.195),(440.89,407.419,469.214,435.743),(320.156,300.792,365.858,346.494),(121.545,279.926,164.999,323.38),(175.907,161.479,203.166,188.738),(264.93,171.89,313.838,220.798),(415.736,316.702,445.767,346.733),(231.244,177.278,268.115,214.149),(285.78,328.942,323.99,367.152),(19.341,379.668,49.722,410.049),(137.576,176.139,172.347,210.91),(283.839,364.938,310.788,391.887)]",FALSE,,,,,,,
448.358,1.332,-2.997,2.997,2.037,"(0.0,0.0,56.493,56.493)","(391.865,391.865,448.358,448.358)","[(105.366,297.268,148.916,340.818),(229.019,327.312,252.638,350.931),(167.069,313.553,201.925,348.409),(268.812,124.003,304.813,160.004),(237.418,108.753,280.175,151.51),(36.325,257.898,78.921,300.494),(184.135,342.728,214.127,372.72),(377.909,193.856,420.01,235.957),(10.59,164.837,45.553,199.8),(234.615,370.187,278.837,414.409),(219.178,154.083,252.473,187.378),(202.17,316.569,228.688,343.087),(94.356,250.751,126.841,283.236)]",FALSE,,,,,,,
556.221,1.537,-3.611,3.611,2.12,"(0.0,0.0,73.421,73.421)","(482.8,482.8,556.221,556.221)","[(432.142,237.183,483.208,288.249),(222.075,281.906,256.97,316.801),(422.845,291.601,455.468,324.224),(120.902,238.367,174.713,292.178),(481.692,315.583,513.343,347.234),(429.892,406.522,479.987,456.617),(491.445,44.908,542.177,95.64),(465.186,429.397,518.757,482.968)]",TRUE,,,,,,,
140.834,0.748,-1.245,1.245,1.393,"(0.0,0.0,19.576,19.576)","(121.258,121.258,140.834,140.834)","[(103.531,57.026,117.1,70.595),(30.182,34.987,40.855,45.66),(21.614,23.579,30.514,32.479),(108.503,21.525,121.484,34.506),(5.039,54.565,17.332,66.858),(84.318,68.805,95.906,80.393),(15.556,54.999,25.52,64.963),(105.502,122.985,116.426,133.909),(95.806,103.37,108.462,116.026),(99.495,28.666,112.64,41.811),(123.22,83.99,135.884,96.654),(75.661,73.112,85.402,82.853)]",TRUE,,,,,,,
185.252,0.833,-1.498,1.498,1.416,"(0.0,0.0,22.786,22.786)","(162.466,162.466,185.252,185.252)","[(136.116,143.76,151.954,159.598),(121.561,10.685,132.75,21.874),(98.112,21.411,108.19,31.489),(40.831,59.868,59.104,78.141),(13.25,133.346,23.431,143.527),(47.955,40.899,62.566,55.51),(84.317,43.804,94.854,54.341),(96.146,142.985,112.502,159.341)]",FALSE,,,,,,,
208.985,0.878,-1.633,1.633,1.588,"(0.0,0.0,21.107,21.107)","(187.878,187.878,208.985,208.985)","[(158.743,55.477,175.396,72.13),(142.641,59.877,158.346,75.582),(35.901,65.964,48.86,78.923),(121.724,170.721,138.146,187.143),(172.004,99.161,192.806,119.963),(101.093,174.196,112.919,186.022),(74.672,30.042,92.529,47.899),(5.12,25.742,19.127,39.749),(180.818,182.578,201.592,203.352)]",FALSE,,,,,,,
778.855,1.96,-4.88,4.88,2.516,"(0.0,0.0,103.588,103.588)","(675.267,675.267,778.855,778.855)","[(368.588,143.228,435.162,209.802),(387.93,25.756,448.709,86.535),(584.14,422.191,660.052,498.103),(724.744,263.859,765.779,304.894),(136.61,725.647,187.305,776.342),(377.104,483.274,437.68,543.85),(620.309,719.43,668.351,767.472),(496.563,126.891,535.929,166.257),(665.061,538.306,715.094,588.339),(120.049,569.767,184.434,634.152),(84.87,78.441,146.357,139.928),(191.994,316.053,233.665,357.724)]",FALSE,,,,,,,
585.718,1.593,-3.779,3.779,2.128,"(0.0,0.0,66.186,66.186)","(519.532,519.532,585.718,585.718)","[(24.158,321.398,59.064,356.304),(213.584,294.882,250.727,332.025),(127.201,16.451,169.053,58.303),(26.105,93.108,74.35,141.353),(176.8,396.557,229.049,448.806),(347.75,80.028,401.113,133.391),(269.175,531.254,319.015,581.094),(397.309,128.551,446.44,177.682),(405.698,539.21,436.68,570.192),(125.704,91.485,171.171,136.952),(377.723,473.636,433.248,529.161),(108.669,319.781,147.335,358.447)]",TRUE,,,,,,,
438.686,1.314,-2.942,2.942,1.887,"(0.0,0.0,63.609,63.609)","(375.077,375.077,438.686,438.686)","[(50.387,93.281,89.424,132.318),(132.628,382.476,159.74,409.588),(319.057,101.847,357.705,140.495),(396.029,33.934,428.355,66.26),(387.933,147.794,430.002,189.863),(180.768,400.085,211.957,431.274),(25.173,61.02,59.578,95.425),(388.089,280.007,429.808,321.726),(203.995,296.749,236.303,329.057),(67.136,203.127,89.421,225.412),(57.723,292.035,83.407,317.719),(272.952,126.85,314.896,168.794),(20.284,20.638,57.492,57.846),(292.672,139.388,335.245,181.961),(77.75,361.169,110.572,393.991)]",TRUE,,,,,,,
520.985,1.47,-3.411,3.411,2.167,"(0.0,0.0,73.459,73.459)","(447.526,447.526,520.985,520.985)","[(480.736,461.727,507.512,488.503),(155.218,199.091,203.186,247.059),(180.954,449.018,224.188,492.252),(84.477,270.294,111.268,297.085),(7.078,470.193,57.614,520.729),(355.183,89.749,394.851,129.417),(282.02,118.3,331.367,167.647),(320.643,19.517,364.319,63.193),(272.346,219.649,315.145,262.448)]",FALSE,,,,,,,
798.385,1.997,-4.991,4.991,2.737,"(0.0,0.0,61.476,61.476)","(736.909,736.909,798.385,798.385)","[(675.526,130.072,730.047,184.593),(147.639,376.071,204.177,432.609),(14.54,26.564,77.813,89.837),(387.024,171.595,436.145,220.716),(357.166,178.868,411.412,233.114),(186.788,222.638,254.404,290.254),(88.717,563.712,167.818,642.813),(152.512,473.538,193.92,514.946),(593.142,675.917,637.5,720.275),(396.949,464.042,474.538,541.631),(118.572,245.837,179.536,306.801),(635.054,467.155,695.196,527.297),(34.53,545.437,90.348,601.255),(138.165,450.857,199.107,511.799),(135.935,143.583,204.791,212.439)]",FALSE,,,,,,,
722.533,1.853,-4.559,4.559,2.366,"(0.0,0.0,88.149,88.149)","(634.384,634.384,722.533,722.533)","[(603.836,375.383,654.48,426.027),(29.416,611.038,91.862,673.484),(74.043,458.304,145.727,529.988),(93.473,46.862,137.053,90.442),(126.227,443.229,180.937,497.939),(445.645,244.955,500.573,299.883),(559.057,532.033,625.809,598.785),(193.5,162.444,255.133,224.077),(225.927,454.362,278.349,506.784),(99.285,243.962,137.953,282.63)]",TRUE,,,,,,,
425.159,1.288,-2.865,2.865,1.965,"(0.0,0.0,62.498,62.498)","(362.661,362.661,425.159,425.159)","[(137.738,361.753,169.479,393.494),(152.457,190.11,177.674,215.327),(290.971,100.312,326.419,135.76),(13.546,80.721,37.433,104.608),(308.785,96.763,337.915,125.893),(364.864,77.621,400.891,113.648),(86.135,40.394,112.464,66.723),(267.114,209.856,288.396,231.138),(169.179,16.737,199.547,47.105),(174.62,187.488,206.553,219.421),(320.447,79.574,343.877,103.004),(72.545,323.248,105.355,356.058),(162.855,24.039,201.259,62.443),(103.455,32.125,135.846,64.516)]",FALSE,,,,,,,
727.392,1.862,-4.586,4.586,2.56,"(0.0,0.0,102.562,102.562)","(624.83,624.83,727.392,727.392)","[(347.891,241.188,398.41,291.707),(163.836,474.119,219.034,529.317),(80.696,267.57,143.422,330.296),(561.102,581.904,599.666,620.468),(163.058,461.703,215.681,514.326),(164.809,289.843,211.505,336.539),(278.06,452.625,345.111,519.676),(325.538,427.514,380.373,482.349),(234.074,232.249,295.342,293.517),(92.542,324.381,148.299,380.138)]",TRUE,,,,,,,
728.633,1.864,-4.593,4.593,2.495,"(0.0,0.0,103.466,103.466)","(625.167,625.167,728.633,728.633)","[(474.467,118.571,544.492,188.596),(211.745,529.423,252.029,569.707),(123.726,464.33,184.638,525.242),(69.664,211.436,140.565,282.337),(522.168,555.16,587.715,620.707),(467.339,84.121,535.521,152.303),(73.877,28.106,112.411,66.64),(338.141,190.061,392.981,244.901)]",FALSE,,,,,,,
789.373,1.98,-4.939,4.939,2.626,"(0.0,0.0,115.248,115.248)","(674.125,674.125,789.373,789.373)","[(112.092,244.005,187.253,319.166),(424.745,192.647,482.345,250.247),(476.324,498.235,545.457,567.368),(10.584,187.583,74.504,251.503),(375.334,512.71,428.268,565.644),(292.507,110.539,351.138,169.17),(407.73,496.716,473.482,562.468),(591.768,252.287,666.36,326.879),(645.954,148.479,700.153,202.678),(439.429,727.96,482.144,770.675),(620.966,102.519,694.849,176.402)]",FALSE,,,,,,,
